incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20070410ORSPG,15,Male,,Student,Fled/Apprehended,No,None,,,,
20070418NCNOH,16,Male,,Student,Suicide,Yes,Suicide,N/A,,,
20070503OHGED,16,Male,,Unknown,Apprehended/Killed by LE,No,None,"charged with ten counts of delinquency by reason of felonious assault, one count of inducing panic and one count of vandalism",,,
20070504TXTIE,15,Female,,Student,Suicide,Yes,Suicide,,,,
20070510MIHED,,,,Unknown,Fled/Escaped,No,Wounded,,,,
20070512TXWEM,17,Male,,Student,Fled/Apprehended,No,None,Three suspects charged with aggravated assault,,,
20070515TXLIL,14,Male,,Student,Surrendered,No,None,,,,
20070523RIOAC,11,Male,,Student,Subdued by Students/Staff/Other,No,None,charged with disorderly conduct and felony assault with the use of a device similar to a firearm,,,
20070530NCVAG,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070531NCNOG,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070617SCBRB,21,Male,,No Relation,Surrendered,No,None,charged with assault and battery with intent to kill and possession of a weapon on school grounds,,N/A,
20070628TXDAD,17,Male,,Rival School Student,Fled/Apprehended,No,None,Lecorian Tubbs: Aggravated assault,,,
20070709ILCAC,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070804NJMON,19,Male,,Unknown,Fled/Apprehended,No,None,1st degree murder X3,"Guilty, life in prison w/o parole",,
20070928CALAO,17,Male,White,Student,Surrendered,No,None,,,,
20070930AZSSP,18,Male,Other,Unknown,Fled/Escaped,No,None,,,,
20071001CTPLM,15,Male,,Student,Fled/Apprehended,No,None,,,,
20071010OHSUC,14,Male,White,Student,Suicide,Yes,Suicide,,,,
20071024TNMAM,15,Male,,Student,Unknown,No,None,Aggravated assault,,,
20071105LAJOR,13,Male,,Student,Suicide,Yes,Suicide,,,,
20071126NYHOH,17,Male,White,Student,Unknown,No,None,Y,"Charged with second degree criminal possession of weapon, first degree criminal endangerment",No,
20071221CABAU,21,Male,Hispanic,No Relation,Fled/Apprehended,No,None,,,,
20080204TNHAM,16,Male,Black,Student,Fled/Apprehended,No,None,,,,
20080211TNMIM,17,Male,,Student,Surrendered,No,None,,,,
20080214CAEOO,14,Male,null,Student,Fled/Apprehended,No,None,1st degree murder,Voluntary manslaughter,null,null
20080306ALDAM,18,Male,,Student,Suicide,Yes,Suicide,,,,
20080416CAROF,Adult,,,Police Officer/SRO,Law Enforcement,No,None,,,,
20080516LAMAT,Teen,Male,,Student,Suicide,Yes,Suicide,,,,
20080811WAWAK,49,Male,,No Relation,Unknown,No,None,charged with first-degree assault and felony harassment,,,
20080814WALAF,17,Male,Hispanic,Relative,Fled/Apprehended,No,None,First degree murder,,,
20080821TNCEK,15,Male,Hispanic,Student,Fled/Apprehended,No,None,First degree murder,,,
20080902OHSOW,15,Male,,Student,Surrendered,No,None,,,,
20080915CAMIS,17,Male,,Student,Suicide,Yes,Suicide,,,,
20080919CAGEA,,Male,,Unknown,Fled/Escaped,No,None,,,,
20081016MIHED,15,Male,Black,Student,Fled/Apprehended,No,None,,,,
20081020CAVAA,14,Male,White,Student,Suicide,Yes,Suicide,,,,
20081023ALPRP,50,Male,,Parent,Surrendered,No,None,Attempted murder,,,
20081029CAELG,10,Male,,Student,Subdued by Students/Staff/Other,No,None,Assault with deadly weapon and bringing a weapon to school,,,
20081031MESTS,55,Male,,No Relation,Apprehended/Killed by LE,No,None,,,,
20081103CABEB,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,No Suspect,,
20081103CAELO,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,No Suspect,,
20081112FLDIF,15,Female,Black,Student,Fled/Apprehended,No,None,,2nd degree murder,,
20081115COTHL,18,Male,,Student,Apprehended/Killed by LE,No,None,,"Murder, 38 years",,
20081115UTDES,15,Male,,Student,Other,No,None,N/A,,,
20081118CACEC,18,Male,,Student,Fled/Apprehended,No,None,,,,
20081118CACOO,13,Male,,Student,Surrendered,No,None,,,,
20081125TXNOH,18,Male,,Unknown,Fled/Escaped,No,None,,,,
20081130CAOAG,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20081202CAKIK,17,Male,,Unknown,Fled/Apprehended,No,None,"Murder, attempted murder","Guilty, three consecutive life sentences (85 years before eligible for parole)",Yes,
20081205MNSHF,34,Male,,Teacher,Suicide,Yes,Suicide,N/A,,N/A,
20081212NCGUA,16,Female,,Unknown,Surrendered,No,None,Involuntary manslaughter,,,
20081212NYWIM,27,Male,Black,Unknown,Fled/Apprehended,No,None,X,"18 years; Tomlinson pleaded guilty to second-degree attempted murder, assault, criminal possession of a weapon, two counts of criminal use of a firearm and three counts of criminal possession of a controlled substance for cocaine.",N/A,
20081221SCSUS,22,Male,,Unknown,Fled/Apprehended,No,None,"assault and battery with intent to kill, possession of a firearm during the commission of a violent crime and unlawful carrying of a pistol",,N/A,
20081222FLLAL,47,Female,White,Unknown,Suicide,Yes,Suicide,,,,
20081227PAWIP,,,,Unknown,Fled/Escaped,No,None,,,,
20081231GASHS,18,Female,,Unknown,Unknown,No,None,"Aggravated assault, possession of firearm on school property",,,
20081231OKKEN,68,Male,,Unknown,Suicide,Yes,Suicide,,,,
20090108DEWIN,Adult,Female,,Police Officer/SRO,Law Enforcement,No,None,,,,
20090109ILDUC,18,Male,Black,Student,Fled/Apprehended,No,None,,,,
20090114ILPEC,,,,Unknown,Fled/Escaped,No,None,,,,
20090120ILCOC,16,Male,,Student,Fled/Apprehended,No,None,Y,Minors charged with simple assault,No,
20090120ILCOC,16,Male,,Student,Fled/Apprehended,No,None,Y,Minors charged with simple assault,No,
20090120MIBEM,18,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Charged with 4 counts of assault with the intent to murder,No,
20090120PAEAE,15,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"Unknown charges, 15YOM latino teen charged as adult",,Yes,
20090123ILCAC,18,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Pled guilty to second degree murder.,No,
20090127NCCLC,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Pled guilty to discharging firearm on educational property,No,
20090210CABAE,9,Male,,Student,Unknown,No,None,,,No,
20090211NCSCZ,11,Male,,Student,Surrendered,No,None,Y - against shooter's father,,No,
20090217MICED,17,Male,,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090217MICED,19,Male,,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090220CAJOH,,Male,,Unknown,Fled/Escaped,No,None,,,,
20090223CTBRN,19,Male,,Nonstudent,Fled/Escaped,No,Wounded,N,N/A,No,
20090302SDROS,10,Male,,Student,Apprehended/Killed by LE,No,None,Y,Charged with simple assault,No,
20090306NCWEF,19,Male,,Unknown,Fled/Apprehended,No,None,,,,
20090310FLRIJ,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20090310FLRIJ,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20090311TXCYH,Teen,Male,,Student,Unknown,No,None,Y,,No,
20090413CALOL,,Male,Hispanic,Unknown,Fled/Escaped,No,None,N,N/A,No,
20090501WISHS,17,Male,,Student,Suicide,Yes,Suicide,No suspect to charge,N/A,N/A,
20090505NYCAC,17,Male,White,Student,Suicide,Yes,Suicide,No suspect to charge,N/A,N/A,
20090518LALAL,15,Male,White,Student,Suicide,Yes,Suicide,,,,
20090615CAINS,,Male,,Unknown,Fled/Apprehended,No,None,,,,
20090624IAAPP,24,Male,White,Former Student,Fled/Apprehended,No,None,Murder,Guilty - first degree murder,,
20090827NCWEF,16,Male,,Student,Fled/Apprehended,No,None,,,,
20090908CTSTS,16,Male,,Student,Fled/Apprehended,No,None,Y,,,
20090916VAVIG,16,Male,,Student,Fled/Apprehended,No,None,Y,,Yes,
20091008NYMAM,28,Male,,No Relation,Unknown,No,None,,,Yes,
20091016SCCAC,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,,,
20091030CAWIL,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20091106PAHAW,15,Male,,Student,Fled/Apprehended,No,None,,,Yes,
20091211LABOS,28,Male,,Intimate Relationship,Fled/Apprehended,No,None,,,N/A,
20100120ALLIL,32,Male,Black,Intimate Relationship,Fled/Apprehended,No,None,,,,
20100205ALDIM,14,Male,Middle Eastern,Student,Apprehended/Killed by SRO,No,None,Murder,Plea deal for 30 years (elligible for parole in 2026),Yes,
20100210TNINK,48,Male,,Teacher,Fled/Apprehended,No,None,Attempted first degree murder X2,"Guilty, 56 years",N/A,
20100223CODEL,32,Male,White,Former Student,Subdued by Students/Staff/Other,No,None,,Not guilty by insanity,N/A,
20100226WABIT,30,Male,White,Intimate Relationship,Fled/Apprehended,No,None,,,,
20100428VAWOP,15,Male,Black,Student,Fled/Apprehended,No,None,"Brandishing firearm, possession of firearm on school propoerty, 3 counts of discharging firearm on school property.",convicted of 5 counts and sentenced to 36 years in prison. ,,
20100518CASOS,17,Male,,Former Student,Fled/Apprehended,No,None,,,,
20100830TNSUB,62,Male,White,Relative,Apprehended/Killed by SRO,No,None,Killed,,N/A,Stalking
20100908MIMUD,17,Male,Black,Student,Fled/Apprehended,No,None,,,,
20100921SCSOC,15,Male,White,Student,Apprehended/Killed by SRO,No,None,Attempted Murder,"Sentenced to 6 years. Helms entered an Alford plea on a charge of attempted murder, meaning he believed prosecutors had enough evidence to convict him of the charge. He also pleaded guilty to two of three charges of possessing or manufacturing bombs.",Yes,
20101001CAALS,,,,Unknown,Fled/Apprehended,No,None,No,,,
20101008CAKEC,41,Male,White,No Relation,Subdued by Students/Staff/Other,No,None,,,,
20101023KSTOT,19,Male,White,No Relation,Fled/Apprehended,No,None,"second-degree murder, attempted second-degree murder, conspiracy to distribute hallucinogenic drugs within 1,000 feet of a school; and attempt to cultivate, distribute, and possess with intent to distribute hallucinogenic drugs within 1,000 feet of a scho",23 years and nine months in prison,N/A,No
20101023KSTOT,21,Male,White,No Relation,Fled/Apprehended,No,None,felony first-degree murder and attempted second-degree murder,Life and prison + four years and 11 months in prison,N/A,No
20101129WIMAM,15,Male,White,Student,Suicide,Yes,Suicide,N/A,,,No
20101206COAUA,23,Male,White,Former Student,Fled/Apprehended,No,None,six counts of attempted first-degree murder,initially sentenced to 35 years in prison but sentence was reversed after an appeal,N/A,No
20110104INCRC,,,,Unknown,Fled/Escaped,No,None,N,N/A,,
20110105NEMIO,17,Male,Other,Student,Fled/Escaped,Yes,Suicide,N/A,,,Crimninal tresspasing and an unknown charge in the past
20110118CAGAL,17,Male,Black,Student,Surrendered,No,None,possession of a firearm in a school zone and discharge of a firearm in a school zone; assault with a deadly weapon was dropped,9 months in a juvenile camp,No,"probation, punching another student"
20110202CALOP,44,Male,White,Other Staff,Fled/Apprehended,No,None,first degree murder,25 years to life in prison,N/A,No
20110325INMAM,16,Male,White,Former Student,Fled/Apprehended,No,None,"attempted murder, aggravated battery, carrying a handgun without a permit on school property, tresspassing on school property, and possessing a firearm on school property"," 35 years - 30 in prison, 5 on probation",Yes,"Adjudicated as a delinquent and was placed on formal probation, which he violated by making the bomb threat"
20110330TXWOH,Teen,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,Teen,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,,Male,Black,Unknown,Fled/Escaped,No,None,,,,probation for six months
20110413FLSHA,17,Male,,Unknown,Fled/Apprehended,No,None,"felony charges for carrying a weapon on school grounds, firing a weapon in public, and disrupting a school function",,Yes,No
20110419TXBEH,6,Male,,Student,Unknown,No,None,No,,No,No
20110517WAHOE,16,Male,,Unknown,Fled/Apprehended,No,None,first-degree assault,10 years in prison,Yes,Assault and stealing cars
20110523HIHIP,14,Male,Hawaiian/Pacific Islander,Student,Surrendered,No,None,Y,,No,No
20110923WAISS,51,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,N/A,
20110930NCGAC,,Male,,Unknown,Fled/Escaped,No,None,charged with having a gun on school property,,N/A,
20110930ORWIP,20,Male,White,Unknown,Fled/Apprehended,No,None,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20110930ORWIP,20,Male,White,Unknown,Fled/Apprehended,No,None,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20111024NCCAF,15,Male,Black,Student,Fled/Apprehended,No,None,"Attempted first degree murder, Discharging a deadly weapon with intent to kill, Inflicting serious injury, Discharging a weapon on educational property, Possession of a firearm on educational property","at least 12 years and one month, and no more than 15 years, three months",Yes,No
20111212TXHAE,36,Male,White,No Relation,Surrendered,No,None,Yes,Criminal Negligence - three years probation,No,
20111228MINOF,17,Male,Black,Unknown,Fled/Apprehended,No,None,4 counts of assault with intent to murder (each),,,
20111228MINOF,17,Male,Black,Unknown,Fled/Apprehended,No,None,4 counts of assault with intent to murder (each),,,
20120104TXCUB,Child,,,Student,Apprehended/Killed by LE,Yes,Fatal,,N/A,,No
20120110TXNOH,18,Male,Black,Student,Subdued by Students/Staff/Other,No,None,aggravated assault with a deadly weapon and bringing a gun to the campus,,N/A,No
20120210NHWAW,14,Male,White,Student,Attempted Suicide,No,Wounded,,,,No
20120222WAARB,10,Male,White,Student,Surrendered,No,None,theft of a firearm,,No,No
20120227OHCHC,17,Male,White,Student,Surrendered,No,None,"three counts of aggravated murder, two counts of attempted aggravated murder and one count of felonious assault",life in prison without parole; defense unsuccessfully tried NGRI,N/A,No
20120306FLEPJ,28,Male,White,Former Teacher,Suicide,Yes,Suicide,,,N/A,No
20120315ALLEM,16,Male,Black,Former Student,Surrendered,No,None,"two counts of attempted murder, possessing a gun on school property with intent to commit bodily harm, and shooting into an unoccupied vehicle",,Yes,Burglary charge when he was 8; disorderly conduct and trespassing
20120401ARKIR,18,Male,White,No Relation,Fled/Apprehended,No,None,"four counts aggravated assault, carrying a weapon on school property, possession of a weapon, and disorderly conduct. ",,,No
20120525AZWEA,38,Male,Black,Unknown,Fled/Apprehended,No,None,First-degree murder,First-degree murder,No,
20120525NCMAC,51,Male,White,Parent,Fled/Apprehended,No,None,"before plea deal - first degree murder; after plea deal -second-degree murder, discharging a weapon on school property, possession of a weapon on school property",31-41 years in prison,N/A,Protective order against him for domestic violence
20120706RINAP,20,Male,Black,No Relation,Fled/Apprehended,No,None,,,N/A,
20120816TNHAM,Adult,Male,,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20120824GABAH,15,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20120827MDPEP,15,Male,White,Student,Subdued by Students/Staff/Other,No,None,attempted murder,35 years in prison,Yes,No
20120907ILNON,15,Male,White,Student,Subdued by Students/Staff/Other,No,None,armed violence by discharging a weapon; unlawful use of weapons; possession of a handgun while he was under 18; and unlawful restraint. Eight other counts were dismissed. ,"pleaded guilty but mentally ill; kept in state’s juvenile detention system, which can hold inmates until age 21",No,No
20120926OKSTS,13,Male,White,Student,Suicide,Yes,Suicide,N/A,,,No
20121012NDFAF,Teen,Male,,Student,Attempted Suicide,No,Wounded,,,,
20121019ILBAC,14,Male,Black,Unknown,Fled/Apprehended,No,None,"first-degree murder, attempted armed robbery and aggravated unlawful use of a weapon",,No,
20121019ILBAC,16,Male,Black,Unknown,Fled/Apprehended,No,None,"first-degree murder, attempted armed robbery and aggravated unlawful use of a weapon",,Yes,
20121210TXSPH,15,Male,,Student,Surrendered,No,None,Felony firearms possession on school grounds,,,No
20121214CTSAN,20,Male,White,Former Student,Suicide,Yes,Suicide,N/A,,,Hacked into a government computer system
20130107FLAPF,,,,Unknown,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20130110CATAT,16,Male,White,Student,Surrendered,No,None,two counts of attempted murder without meditation and three counts of assault with a deadly weapon (the latter were dropped),"plea - 27 years and 4 months in prison, with a youth parole hearing guaranteed in less than 13 years",Yes,No
20130111MIOSD,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20130131GAPRA,15,Male,,Student,Apprehended/Killed by SRO,No,None,,,,No
20130201MIMAD,16,Male,,Unknown,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20130201MIMAD,15,Male,,Unknown,Apprehended/Killed by LE,No,Wounded,Killed,,,
20130213CAHIS,18,Male,Black,No Relation,Fled/Apprehended,No,None,murder charge,15 years to life in prison,N/A,No
20130227GAGRA,17,Female,Black,Student,Surrendered,No,Wounded,"felony — possession of a pistol by a minor — and three misdemeanors: carrying a weapon within a school safety zone, reckless conduct and disruption of a public school",,No,No
20130321MIDAS,13,Male,White,Student,Suicide,Yes,Suicide,,,N/A,No
20130416TXTET,15,Male,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20130429OHLAC,17,Male,,Student,Attempted Suicide,No,Wounded,,,,No
20130430NMTUT,19,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,N/A,N/A,"Yes, Unknown"
20130513ALOSB,36,Female,Black,Parent,Unknown,No,None,"Reckless endangerment,?certain persons forbidden to possess firearms?, and possession of marijuana",,N/A,"Yes, Unknown"
20130523FLREH,11,Male,,Student,Unknown,No,None,,,No,No
20130618NCHIC,17,Male,Black,Unknown,Apprehended/Killed by LE,No,Wounded,Assault with a deadly weapon with intent to kill,,,
20130618NCHIC,17,Male,Black,Unknown,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20130619FLALW,53,Male,Hispanic,Other Staff,Fled/Apprehended,No,None,Two counts of first degree murder,Two life terms life in prison,N/A,"Sexual harassment, bringing a gun to school "
20130815TNNOC,40,Male,Black,No Relation,Fled/Apprehended,No,None,"First-degree murder and conspiracy to commit murder, tampering with evidence, convicted felon going armed",Mistrial,N/A,2 burglary charges
20130820GAROD,20,Male,White,No Relation,Surrendered,No,None,"Unlawfully threaten to commit the crime of murder, a crime of violence, for the purpose of terrorizing another",20 years in prison,N/A,No
20130822TNWEM,5,Male,,Student,Surrendered,No,None,,,No,No
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",N/A,
20130823MSNOS,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",N/A,
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",N/A,
20130830NCCAW,18,Male,Black,Student,Apprehended/Killed by SRO,No,None,"Assault with a deadly weapon, inflicting serious injury; carrying a concealed gun; possessing and discharging a firearm, and carrying a firearm onto educational property","Pleaded guilty and was sentenced to between two years and three years two months in prison, and was placed on supervised probation for three years",N/A,"Bringing a knife to school, carrying a concealed gun and possession of marijuana, misdemeanor second-degree trespassing and resisting a public officer"
20130927ILROC,18,Male,Black,No Relation,Fled/Apprehended,No,None,"Attempted armed robbery, child endangerment and three gun-related offenses",,N/A,Felony probation and a pending robbery case in juvenile court
20130928MENEG,19,Male,,No Relation,Suicide,Yes,Suicide,N/A,,,
20131002NHWIS,24,Male,White,No Relation,Fled/Apprehended,No,None,charged with two counts of Reckless Conduct and two counts of Criminal Threatening,,No,
20131004FLAGP,,Male,,No Relation,Fled/Escaped,No,None,,,,
20131015TXLAA,16,Male,Hispanic,Student,Suicide,Yes,Suicide,N/A,,,No
20131021NVSPS,12,Male,Hispanic,Student,Suicide,Yes,Suicide,N/A,,,No
20131023CANEC,Child,,,Student,Unknown,No,None,,,No,No
20131101IAALA,23,Male,White,Former Student,Suicide,Yes,Suicide,N/A,,,
20131103GASTL,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20131113PABRP,16,Male,Black,Student,Fled/Apprehended,No,None,"One count of attempted homicide, three counts of aggravated assault, four counts of recklessly endangering another person and possession of a firearm by minor"," pleaded NG, sentenced to 12 to 30 years in prison.",,No
20131204FLWEW,17,Male,Black,Student,Fled/Apprehended,No,None,"Attempted murder, aggravated battery with a firearm, possession of a firearm by a juvenile and possession of a firearm on school property",took a plea deal for 25 years,,No
20131213COARC,18,Male,White,Student,Suicide,Yes,Suicide,,,,No
20131219CAEDF,16,Male,Hispanic,Student,Fled/Apprehended,No,None,"Assault with deadly weapon, conspiracy and attempted robbery",,,No
20140109TNLIJ,16,Male,Black,Student,Fled/Apprehended,No,None,"Aggravated assault and carrying a weapon on school property, alteration of an item with permanent distinguishing numbers, tampering with evidence",,,No
20140113CTHIN,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,First-degree assault,"12 years in prison, 3 years probation",,"2 years prior, shooter got off a bike at a bus stop and started shooting at 2 males, wounded 1 of them in the shoulder. Victim admitted who shot him 3 months later. Charges- first-degree assault and carrying a pistol without a permit"
20140114LASTB,17,Male,Black,Unknown,Fled/Apprehended,No,None,,"2nd degree murder, sentenced to 15 years in state prison as part of a plea deal with prosecutors",Yes,
20140114NMBER,14,Male,White,Student,Surrendered,No,None,Three counts of aggravated battery with a deadly weapon,"Pleaded no contest, CYFD court-ordered custody until he turns 21 (max allowed)",,No
20140114PAKIL,,Male,Black,Unknown,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140117PADEP,18,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140127ILREC,18,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20140128HIPRH,Adult,,,Police Officer/SRO,Law Enforcement,No,Wounded,,N/A,,
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,No,None,,,,No
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,No,None,,,,No
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140207ORBEB,17,Male,,Student,Suicide,Yes,Suicide,,,,No
20140210NCSAS,17,Male,Black,Nonstudent,Fled/Apprehended,No,None,,,,No
20140211OHCHL,17,Male,,Unknown,Fled/Apprehended,No,None,"Both charged with felonious assault, inducing panic, conveying a deadly weapon into a school zone, possessing criminal tools and carrying concealed weapons",,,
20140220MIRAR,42,Male,Black,Parent,Surrendered,No,None,,,,No
20140307LAMAT,17,Male,Black,Unknown,Unknown,No,None,,,,
20140312FLACM,41,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20140403NJUNN,Adult,Male,Hispanic,No Relation,Fled/Escaped,No,None,,,,
20140409NCDHG,17,Male,Black,Rival School Student,Fled/Apprehended,No,None,,,,
20140410OHLIC,48,Male,Black,No Relation,Fled/Apprehended,No,None,two charges of felonious assault,,N/A,
20140411MIEAD,,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20140421INSTG,55,Male,Hispanic,Parent,Fled/Escaped,Yes,Suicide,,,,
20140421UTPRP,14,Male,,Student,Surrendered,No,Wounded,,,,
20140503WAHOE,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,No Suspect,No Suspect,No Suspect,
20140514CAJOR,,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20140521WICLM,18,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20140610ORRET,15,Male,White,Student,Suicide,Yes,Suicide,,,,No
20140623MOKEB,Teen,Male,,Student,Surrendered,No,None,,,,
20140813MDHEF,16,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20140813MDHEF,21,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20140814VASAN,17,Male,,Unknown,Fled/Apprehended,No,None,,,,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140910FLGRL,14,Male,Black,Student,Suicide,Yes,Suicide,,,,
20140911UTWET,39,Female,White,Teacher,Surrendered,No,Wounded,,,,
20140919IANOD,14,Male,Black,Unknown,Fled/Apprehended,No,None,,,,No
20140925NHWEM,21,Male,Black,Former Student,Subdued by Students/Staff/Other,No,None,charged Johnson with criminal trespassing and other charges,,No,
20140930KYFEL,16,Male,Black,Student,Fled/Apprehended,No,None,,,,
20140930NCALA,16,Male,Black,Student,Surrendered,No,None,,,,
20141003GALAF,18,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20141021TNAMM,13,Male,,Student,Surrendered,No,None,,,,No
20141024GALAA,17,Male,Black,Student,Apprehended/Killed by LE,No,None,"charged with carrying a concealed weapon, obstruction, reckless conduct, and carrying a weapon on school property",,,
20141024WAMAM,15,Male,Native American/Alaska Native,Student,Suicide,Yes,Suicide,,,,No
20141120FLMIM,17,Male,Black,Student,Fled/Apprehended,No,None,,,,
20141212ORROP,16,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20141216PASUP,,,,Unknown,Fled/Escaped,No,None,,,,
20141217MEBEW,41,Male,White,Former Student,Suicide,Yes,Suicide,,,,"2008 arrest (unknown), abduction and rape immediately before suicide"
20141217MIGOW,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20150115WIWIM,37,Male,Black,Parent,Fled/Apprehended,No,None,"Michael Riley was charged with first-degree reckless injury, first-degree recklessly endangering safety, being a felon in possession of a firearm and discharging a firearm in a school zone.",,,Drug-related charges (on federal probation); gang affiliation
20150116FLVAO,15,Male,Black,Student,Fled/Apprehended,No,None,,,,
20150120ALWIM,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20150122SCROH,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20150126MNHAR,48,Male,,No Relation,Suicide,Yes,Suicide,,,,
20150204MDFRF,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,"Davenport was on probation for assault, known gang member"
20150204MDFRF,,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,"Davenport was on probation for assault, known gang member"
20150215ARLAL,62,Male,White,Relative,Fled/Apprehended,No,None,,,,
20150215CATEM,17,Male,White,Unknown,Fled/Escaped,No,None,,,,
20150330MOPEU,24,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20150417TXSES,18,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,
