incidentid,race,injury,gender,schoolaffiliation,age
20120227OHCHC,,Wounded,Male,Student,Teen
20120306FLEPJ,White,Fatal,Female,Principal/Vice-Principal,63
20120315ALLEM,,None,Male,Student,Teen
20120401ARKIR,,Wounded,Male,Unknown,18
20120525AZWEA,Black,Fatal,Female,Parent,34
20120525NCMAC,White,Fatal,Female,Parent,40
20120706RINAP,Black,Fatal,Male,No Relation,20
20120816TNHAM,,None,,Student,Teen
20120816TNHAM,,None,,Student,Teen
20120824GABAH,,None,Male,Student,15
20120827MDPEP,White,Wounded,Male,Student,17
20120907ILNON,,None,,,
20120926OKSTS,White,None,Male,Student,13
20121012NDFAF,,None,Male,Student,14
20121019ILBAC,Black,Fatal,Male,Student,18
20121210TXSPH,,None,,,
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,Black,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Teacher,52
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,,Fatal,Male,Student,7
20121214CTSAN,White,Fatal,Male,Student,7
20121214CTSAN,White,Fatal,Female,Principal/Vice-Principal,47
20121214CTSAN,,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Student,7
20121214CTSAN,,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Student,7
20121214CTSAN,White,Fatal,Female,Teacher,30
20121214CTSAN,,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Teacher,56
20121214CTSAN,White,Fatal,Male,Student,6
20121214CTSAN,White,Fatal,Female,Student,6
20121214CTSAN,White,Fatal,Female,Teacher,29
20121214CTSAN,White,Fatal,Female,Teacher,27
20130107FLAPF,Black,Fatal,Male,Parent,27
20130110CATAT,White,Wounded,Male,Student,16
20130110CATAT,White,Wounded,Male,Student,Teen
20130111MIOSD,,Wounded,Male,Student,16
20130131GAPRA,Black,Wounded,Male,Student,14
20130201MIMAD,,Wounded,Male,Unknown,Teen
20130201MIMAD,,Fatal,Male,Unknown,Teen
20130213CAHIS,Black,Fatal,Male,No Relation,18
20130227GAGRA,Black,None,Female,Student,17
20130321MIDAS,,None,Male,Student,13
20130416TXTET,,None,Male,Student,15
20130429OHLAC,,None,Male,Student,17
20130430NMTUT,,None,Male,No Relation,19
20130513ALOSB,,None,,,
20130523FLREH,,Wounded,Male,Student,12
20130618NCHIC,,Wounded,Male,No Relation,Adult
20130619FLALW,White,Fatal,Male,Other Staff,56
20130619FLALW,White,Fatal,Male,Other Staff,48
20130815TNNOC,Black,Fatal,Male,No Relation,38
20130820GAROD,,None,,,
20130822TNWEM,,None,,,
20130823MSNOS,,Fatal,Male,Student,15
20130823MSNOS,,Wounded,Male,Student,Teen
20130823MSNOS,,Wounded,Male,Student,Teen
20130830NCCAW,Black,Wounded,Male,Student,15
20130927ILROC,,Wounded,Male,Student,15
20130928MENEG,,None,Male,Intimate Relationship,19
20131002NHWIS,,None,,,
20131004FLAGP,,Wounded,Male,Student,16
20131004FLAGP,,Wounded,Male,Student,17
20131015TXLAA,Hispanic,None,Male,Student,16
20131021NVSPS,,Wounded,Male,Student,12
20131021NVSPS,,Wounded,Male,Student,12
20131021NVSPS,,Fatal,Male,Teacher,45
20131023CANEC,,Wounded,,Student,Child
20131023CANEC,,Wounded,,Student,Child
20131023CANEC,,Wounded,,Student,Child
20131101IAALA,White,None,Male,Former Student,23
20131103GASTL,,Wounded,Male,Student,17
20131113PABRP,,Wounded,Male,Student,17
20131113PABRP,,Wounded,Male,Student,17
20131113PABRP,,Wounded,Male,Student,15
20131204FLWEW,Black,Wounded,Male,Student,15
20131213COARC,White,Fatal,Female,Student,17
20131219CAEDF,Hispanic,Wounded,Male,Teacher,30
20140109TNLIJ,,Wounded,Male,Student,17
20140113CTHIN,,Wounded,Male,Rival School Student,14
20140114LASTB,Black,Wounded,Male,,19
20140114NMBER,,Wounded,Male,Student,Teen
20140114NMBER,,Wounded,Female,Student,Teen
20140114PAKIL,,None,,,
20140117PADEP,,Wounded,Male,Student,15
20140117PADEP,,Wounded,Female,Student,15
20140127ILREC,Black,Wounded,Male,Parent,Adult
20140128HIPRH,,Wounded,Male,Student,Teen
20140131AZCEP,,None,,,
20140131IANOD,Black,Wounded,Female,Student,15
20140207ORBEB,,None,Male,Student,17
20140210NCSAS,Black,Wounded,Male,Student,16
20140211OHCHL,,None,,,
20140220MIRAR,,Fatal,Male,Relative,30
20140307LAMAT,,Wounded,Male,Unknown,16
20140312FLACM,Black,Fatal,Female,No Relation,33
20140325GABEC,,None,,,
20140403NJUNN,,None,,,
20140409NCDHG,,None,,,
20140410OHLIC,,Wounded,Male,No Relation,14
20140410OHLIC,,Wounded,Male,No Relation,20
20140411MIEAD,Black,Fatal,Male,Relative,19
20140421INSTG,,Fatal,Female,Parent,42
20140421UTPRP,,None,Male,Student,14
20140503WAHOE,,Wounded,Male,Gang Member,15
20140514CAJOR,Black,Wounded,Male,Student,14
20140521WICLM,Black,Fatal,Female,Student,10
20140610ORRET,White,Fatal,Male,Student,14
20140610ORRET,White,Wounded,Male,Student,15
20140623MOKEB,White,Fatal,Male,Student,15
20140813MDHEF,,None,,,
20140814VASAN,Black,Fatal,Male,No Relation,16
20140814VASAN,Black,Fatal,Male,No Relation,17
20140814VASAN,Black,Wounded,Male,No Relation,17
20140909FLSTM,,Wounded,Male,,
20140910FLGRL,Black,None,Male,Student,14
20140911UTWET,White,None,Female,Teacher,39
20140919IANOD,,Wounded,Male,Student,Teen
20140925NHWEM,,None,,,
20140930KYFEL,Black,Wounded,Male,Student,15
20140930NCALA,Black,Wounded,Male,Student,Teen
20141003GALAF,Black,Fatal,Male,No Relation,17
20141021TNAMM,,Wounded,Male,Student,13
20141024GALAA,Black,Wounded,Male,Student,17
20141024WAMAM,,Fatal,Female,Student,14
20141024WAMAM,,Fatal,Female,Student,14
20141024WAMAM,,Fatal,Female,Student,14
20141024WAMAM,,Fatal,Male,Student,15
20141024WAMAM,,Wounded,Male,Student,14
20141024WAMAM,,Wounded,Unknown,Student,Teen
20141024WAMAM,,Wounded,Unknown,Student,Teen
20141120FLMIM,Black,Fatal,Male,No Relation,16
20141120FLMIM,Black,Wounded,Male,No Relation,17
20141212ORROP,Black,Wounded,Male,Student,16
20141212ORROP,Black,Wounded,Female,Student,17
20141212ORROP,Black,Wounded,Male,Gang Member,20
20141212ORROP,Black,Wounded,Female,Student,17
20141216PASUP,Black,Fatal,Male,No Relation,20
20141217MEBEW,White,None,Male,No Relation,41
20141217MIGOW,Black,Wounded,Male,Student,15
20150115WIWIM,,Wounded,Male,Student,15
20150115WIWIM,,Wounded,Male,Teacher,Adult
20150115WIWIM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20150116FLVAO,,Wounded,Female,Student,14
20150116FLVAO,,Wounded,Female,Student,19
20150120ALWIM,,Wounded,Male,No Relation,Adult
20150122SCROH,,None,,,
20150126MNHAR,,None,Male,Unknown,48
20150204MDFRF,Black,Wounded,Male,Student,15
20150204MDFRF,Black,Wounded,Male,Student,14
20150215ARLAL,,Wounded,Male,No Relation,37
20150215ARLAL,,Wounded,Male,No Relation,13
20150215CATEM,Hispanic,Fatal,Male,Student,16
20150330MOPEU,,Wounded,Male,No Relation,34
20150417TXSES,Hispanic,None,Male,Student,18
20150422NVRUL,,None,,,
20150427WANOL,,None,,,
20150428MDDRW,,Wounded,Male,No Relation,22
20150504OHWIC,,Fatal,Male,No Relation,22
20150504OHWIC,,Wounded,Male,No Relation,26
20150505GACOC,,None,,,
20150512AZCOT,Black,None,Male,Student,18
20150512FLUNJ,,Wounded,Female,Student,14
20150512FLUNJ,,Wounded,Female,Student,15
20150520TXROR,,None,Male,Student,18
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150524MISOF,,Wounded,,,
20150527FLEVE,,Wounded,Male,No Relation,30
20150604NCSOF,,None,,,
20150623NEFOF,,None,,,
20150627CTSAH,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150629TXJOS,,None,Male,No Relation,28
20150705TXCOD,Black,Wounded,Male,Former Student,18
20150724TXELC,,Fatal,Male,No Relation,19
20150808TXPAP,,None,,,
20150823TXWIR,,None,,,
20150825GAWSA,,Wounded,Female,Student,Child
20150903ORNEN,,None,,,
20150911LANOL,,Wounded,Female,Unknown,17
20150922NCCES,White,Wounded,Male,Parent,33
20150930SDHAH,White,Wounded,Male,Principal/Vice-Principal,Adult
20151015TXKAS,,None,,,
20151024TXEDS,Hispanic,Fatal,Male,No Relation,25
20151105GAVEM,,None,,,
20151111ARSUS,,Wounded,Male,Student,Teen
20151120FLNAM,,None,,,
20151204KSWEW,Black,Wounded,Male,Student,17
20160112DECED,,None,,,
20160113ARHAB,,Wounded,Male,Student,18
20160120INNOI,,None,,,
20160122INLAI,,Wounded,Male,Student,15
20160129PABEP,,None,,,
20160209MIMUM,,Wounded,Male,Student,Teen
20160209MIMUM,,Wounded,Male,Student,Teen
20160209MIMUM,,Wounded,Female,Student,Teen
20160212AZING,Hispanic,Fatal,Female,Student,15
20160217FLROH,,None,,,
20160217PACHC,,Wounded,Male,Student,16
20160226TXPAP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,63
20160226TXPAP,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,59
20160229OHMAM,,Wounded,Female,Student,14
20160229OHMAM,,Wounded,Male,Student,14
20160229OHMAM,,Wounded,Male,Student,14
20160229OHMAM,,Wounded,Male,Student,15
20160315ALHUB,,Wounded,Male,Student,Teen
20160423WIANA,,Wounded,Male,Student,Teen
20160423WIANA,,Wounded,Female,Student,Teen
20160502TXKID,Black,None,Male,Student,15
20160504COEAP,,Wounded,Female,Teacher,Adult
20160505MDHIB,White,Fatal,Female,Parent,44
20160505MDHIB,White,Wounded,Male,Parent,Adult
20160506FLOSP,,None,Male,No Relation,28
20160506IDROT,,None,,,
20160513SCSOG,,None,Male,Student,16
20160515KSAUA,,Wounded,Female,Relative,28
20160608MAJED,Black,Fatal,Male,Student,17
20160608MAJED,,Wounded,Male,Student,Teen
20160608MAJED,,Wounded,Male,Student,Teen
20160608MAJED,,Wounded,Female,Unknown,67
20160616ILMCC,Black,Fatal,Male,Other Staff,25
20160630CAWOH,,Wounded,Female,No Relation,23
20160725MOAVA,White,Wounded,Male,Former Student,18
20160817OHWEC,,Wounded,Male,No Relation,18
20160817OHWEC,,Wounded,Male,No Relation,19
20160819FLSOM,,None,,,
20160902OKMCT,,Wounded,Male,Student,13
20160907MIDED,,None,Male,Principal/Vice-Principal,Adult
20160908TXALA,,Wounded,Female,Student,17
20160908TXALA,,Wounded,Female,Student,17
20160909IACEC,,None,Male,Student,15
20160909PASMY,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,23
20160909PASMY,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20
20160926MSTAJ,Black,Wounded,Male,Student,17
20160927OHELC,,Wounded,Male,Other Staff,Adult
20160927OHELC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20160927OHELC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20
20160928SCTOT,White,Fatal,,Student,6
20160928SCTOT,White,Wounded,,Student,6
20160928SCTOT,White,Wounded,,Teacher,47
20160928SCTOT,White,Wounded,,Student,Child
20160930ILCHC,,Wounded,Male,Bus Driver,31
20161006TXDUF,,Wounded,Male,Unknown,18
20161011ALVIM,,Wounded,Male,Student,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen
20161015GABEA,,Wounded,Female,Student,17
20161018CAJUS,,Wounded,Female,Student,15
20161018CAJUS,,Wounded,Male,Student,Teen
20161018CAJUS,,Wounded,Male,Student,Teen
20161018CAJUS,,Wounded,Male,Student,Teen
20161025UTUNS,,Wounded,Male,Student,16
20161102COGRG,Hispanic,None,Male,Student,17
20161103COBEB,,None,Male,Student,15
20161111MIBAA,,Wounded,Female,Teacher,Adult
20161117MNCRS,,None,,,
20161201UTMUB,,None,,,
20161209MOBAS,Black,Wounded,Male,Former Student,19
20161209NVHUR,White,Wounded,Male,Student,14
20170101DELAH,,Wounded,Male,Unknown,17
20170110ALALA,,None,,,
20170117FLFRE,,None,,,
20170120OHWEW,,Wounded,Male,Student,16
20170127SCSOA,,Wounded,Female,Student,13
20170127SCSOA,,Wounded,Female,Student,15
20170127SCSOA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20170206LASCB,,None,,,
20170218MNMAM,,None,Female,Intimate Relationship,Adult
20170316ALROM,,Wounded,Female,Student,Teen
20170321CAKIK,,Wounded,Male,Student,18
20170328PALIP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,22
20170410CANOS,,Wounded,,Student,8
20170410CANOS,,Wounded,,Student,9
20170410CANOS,,Fatal,Female,Teacher,53
20170415OKBOT,,Wounded,Male,Former Student,52
20170515LAMOL,,Wounded,Male,Student,Teen
20170523TXKEK,,None,Male,Principal/Vice-Principal,Adult
20170524ALGRG,,None,,Student,Teen
20170524NEMCO,Black,Fatal,Male,,21
20170526OKMCT,,Wounded,Male,Student,13
20170616ILWAC,,Wounded,Female,Student,7
20170616ILWAC,,Wounded,Female,Student,12
20170622SCWIF,,None,Male,Student,Teen
20170719WIHIM,,Wounded,Male,No Relation,32
20170721UTSPS,,Wounded,Male,Unknown,18
20170801GABAV,,Wounded,Female,Student,Teen
20170817GALIL,,None,Male,Teacher,Adult
20170831CAARS,,None,,,
20170908ARNON,,Wounded,Male,No Relation,Teen
20170908OHCOC,,None,,,
20170913WAFRR,,Fatal,Male,Student,Teen
20170913WAFRR,,Wounded,,Student,Teen
20170913WAFRR,,Wounded,,Student,Teen
20170913WAFRR,,Wounded,,Student,Teen
20170920ILMAM,,Wounded,Male,Student,Teen
20170928KYSOL,Black,None,Male,No Relation,20
20170929CASUL,,Wounded,,Student,Child
20170929CASUL,,Wounded,,Student,Child
20170929CASUL,,Wounded,,Student,Child
20170929CASUL,,Wounded,,Teacher,Adult
20170929CASUL,,Wounded,,Teacher,Adult
20170929MOLEL,,None,Female,Student,Teen
20170930PAPUC,,Wounded,Male,No Relation,42
20171012NCCHC,,None,,,
20171014NCKEK,,None,,,
20171020OHSTT,,None,,,
20171027NYPRU,,None,,,
20171103MIPAL,,Wounded,Female,No Relation,15
20171109GABEC,,Wounded,Male,Student,15
20171109GABEC,,Wounded,Female,Student,15
20171110GALAM,,None,,,
20171114CARAR,,Wounded,Female,Unknown,31
20171114CARAR,,Wounded,,,Adult
20171114CARAR,,Wounded,Male,Relative,2
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,,Student,Child
20171114CARAR,,Wounded,Male,Student,10
20171114CARAR,,Wounded,Male,Student,6
20171114CARAR,,Wounded,Male,Parent,Adult
20171114CARAR,,Wounded,Male,Parent,20
20171114CARAR,,Wounded,Male,,39
20171114CARAR,,Wounded,Female,,
20171114CARAR,,Wounded,Male,Student,6
20171114CARAR,,Wounded,,,Adult
20171114FLLAM,,None,Male,Student,17
20171117TNNOJ,,None,,,
20171123COMAD,,Wounded,Female,No Relation,Adult
20171123COMAD,,Wounded,Male,No Relation,Child
20171123COMAD,,Wounded,Male,No Relation,Child
20171128CABOS,,None,,,
20171129OHBAL,,None,,,
20171130VASAV,,None,Male,Student,Teen
20171207NMAZA,Hispanic,Fatal,Male,Student,Teen
20171207NMAZA,Hispanic,Fatal,Female,Student,Teen
20171209ILCHC,,Wounded,Female,Student,15
20171209ILCHC,,Wounded,Female,Student,17
20171209ILCHC,,Wounded,Female,Student,18
20171211NCHIH,,None,,,
20171212TXSAP,,Wounded,Male,Relative,21
20171212TXSAP,,Wounded,Male,Relative,20
20171214TXELD,,None,,,
20171219MIBEB,,Wounded,Male,Student,Teen
20171227CALIL,,Wounded,Male,No Relation,Adult
20171231LAEDA,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20171231LAEDA,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20171231WAPIM,,None,,,
20180104WANES,,None,,,
20180105IAFOF,,None,,,
20180109AZCOS,,None,Male,Student,Teen
20180116VTMOM,White,None,Male,No Relation,32
20180122LANEN,,None,,,
20180122TXITI,,Wounded,Female,Student,Teen
20180123KYMAB,,Fatal,Male,Student,15
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Female,Student,Teen
20180123KYMAB,,Wounded,Female,Student,Teen
20180123KYMAB,,Wounded,Female,Student,Teen
20180123KYMAB,,Wounded,Female,Student,Teen
20180123KYMAB,,Fatal,Male,Student,15
20180123KYMAB,,Wounded,Female,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180123KYMAB,,Wounded,Male,Student,Teen
20180125ALMUM,,None,,,
20180126MIDED,,None,,,
20180131PALIP,,Fatal,Male,No Relation,32
20180201CASAL,,Wounded,,Student,11
20180201CASAL,,Wounded,,Student,12
20180201CASAL,,Minor Injuries,,Teacher,30
20180201CASAL,,Minor Injuries,,Student,Child
20180201CASAL,,Minor Injuries,,Student,Child
20180205MDOXO,,Wounded,Male,Student,17
20180205MNHAM,,None,,,
20180208NYTHN,,None,,,
20180209TNPEN,Black,Wounded,Male,No Relation,17
20180214FLMAP,,Fatal,Female,Student,14
20180214FLMAP,,Fatal,Female,Student,14
20180214FLMAP,,Fatal,Male,Student,17
20180214FLMAP,,Fatal,Female,Student,14
20180214FLMAP,,Fatal,Female,Student,18
20180214FLMAP,,Fatal,Female,Student,17
20180214FLMAP,,Fatal,Male,Student,14
20180214FLMAP,,Fatal,Female,Student,16
20180214FLMAP,,Fatal,Male,Student,15
20180214FLMAP,,Wounded,Female,Student,18
20180214FLMAP,,Wounded,Female,Student,17
20180214FLMAP,,Fatal,Male,Teacher,35
20180214FLMAP,,Wounded,Male,Student,15
20180214FLMAP,,Wounded,Female,Student,17
20180214FLMAP,,Wounded,Female,Teacher,50
20180214FLMAP,,Wounded,Female,Student,17
20180214FLMAP,,Wounded,Male,Student,15
20180214FLMAP,,Wounded,Male,Student,15
20180214FLMAP,,Wounded,Female,Student,Teen
20180214FLMAP,,Wounded,Male,Student,Teen
20180214FLMAP,,Wounded,Female,Student,Teen
20180214FLMAP,,Wounded,Female,Student,Teen
20180214FLMAP,,Fatal,Male,Student,14
20180214FLMAP,,Wounded,Female,Student,Teen
20180214FLMAP,,Wounded,Male,Student,Teen
20180214FLMAP,,Wounded,Female,Student,Teen
20180214FLMAP,,Wounded,Male,Student,Teen
20180214FLMAP,,Wounded,,Student,Teen
20180214FLMAP,,Fatal,Male,Student,17
20180214FLMAP,,Fatal,Female,Teacher,37
20180214FLMAP,,Fatal,Female,Student,14
20180214FLMAP,,Fatal,Male,Teacher,49
20180214FLMAP,,Fatal,Male,Student,15
20180214FLMAP,,Fatal,Female,Student,14
20180215FLNOC,,None,,,
20180220OHJAM,,None,Male,Student,13
20180226WAOAT,,None,,,
20180228GADAD,,None,,,
20180305MOKIC,,None,,,
20180307ALHUB,Black,Fatal,Female,Student,Teen
20180309KYFRL,,None,Male,Student,Teen
20180313CASES,,Minor Injuries,,Student,Teen
20180313CASES,,Minor Injuries,,Student,Teen
20180313CASES,,Minor Injuries,,Student,Teen
20180313VAGEA,,None,,,
20180316MTBIM,,None,,,
20180319VADOP,,Wounded,Female,Parent,Adult
20180320MDGRG,White,Fatal,Male,Student,Teen
20180320MDGRG,White,Wounded,Female,Student,Teen
20180328MSEUE,,None,,,
20180329KYJOE,White,None,Male,Parent,51
20180409NYGLG,,Wounded,Male,Student,Teen
20180412MORAR,,Wounded,Male,Parent,Adult
20180419MIJAJ,,None,,,
20180420FLFOO,,Wounded,Male,Student,Teen
20180423GABEA,,None,,,
20180503SDENW,,Wounded,Male,Other Staff,19
20180503TNWAW,,None,,,
20180505MIFOF,,None,,,
20180511CAHIP,,Wounded,Male,Student,Teen
20180516ILDID,,Wounded,Male,Student,
20180517MOCEK,,Wounded,,Student,Teen
20180517MOCEK,,Wounded,,Relative,Adult
20180518GAMOA,,Fatal,Female,Relative,40
20180518GAMOA,,Wounded,Female,Relative,21
20180518GAMOA,,Wounded,Female,Relative,Adult
20180518TXSAS,,Fatal,Female,Teacher,63
20180518TXSAS,,Fatal,Female,Student,14
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Fatal,Female,Teacher,64
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Wounded,,Student,Teen
20180518TXSAS,,Fatal,Male,Student,17
20180518TXSAS,,Fatal,Female,Student,16
20180518TXSAS,,Fatal,Male,Student,15
20180518TXSAS,,Fatal,Male,Student,15
20180518TXSAS,,Fatal,Female,Student,15
20180518TXSAS,,Fatal,Male,Student,17
20180518TXSAS,,Fatal,Male,Student,17
20180521GABEG,,Wounded,Female,Parent,Adult
20180525INNON,White,Wounded,Female,Student,Adult
20180525INNON,White,Wounded,Male,Teacher,Teen
20180601TXMCM,,None,Unknown,Student,Teen
20180615OHVAB,,None,Female,Nonstudent Using Athletic Facilities/Attending Game,Teen
20180617ORGRP,,Fatal,Male,No Relation,Adult
20180621TXSKD,,Wounded,Female,Student,16
20180624MTSEM,,Wounded,Male,No Relation,Teen
20180624MTSEM,,Wounded,Male,No Relation,Teen
20180625OHFUS,,Wounded,Male,No Relation,Adult
20180701TNRAM,,Fatal,Male,No Relation,Adult
20180703KSSUO,,Fatal,Male,No Relation,47
20180703KSSUO,,Wounded,Male,No Relation,Adult
20180711OHMIM,Black,Fatal,Male,,20
20180717WVHUH,,None,,,
20180719WAWEY,Hispanic,Fatal,Male,No Relation,18
20180804MDEDE,,Fatal,Male,,19
20180809NJLAM,Black,Fatal,Male,Parent,37
20180811TNANN,,Wounded,Male,Other Staff,42
20180817FLPAW,,Wounded,Male,No Relation,39
20180817FLPAW,,Wounded,Male,No Relation,29
20180823ALALM,,None,,,
20180824FLRAJ,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20180824FLRAJ,,Wounded,Male,Student,17
20180824FLRAJ,,Wounded,Male,Student,16
20180824ILMEC,,Wounded,Male,Gang Member,Adult
20180824ILMEC,,Wounded,Male,Gang Member,Adult
20180824ILMEC,,Wounded,Male,Gang Member,Adult
20180828COCOD,,Wounded,Male,Student,Teen
20180829DETOD,,Fatal,Male,No Relation,39
20180830MIOTG,,Wounded,Male,No Relation,17
20180830NCVIC,,None,Female,Intimate Relationship,Adult
20180831CABAS,,None,,,
20180831IANOE,,None,Female,Teacher,Adult
20180903NYLUN,Black,Fatal,Male,No Relation,34
20180905RIPRP,Black,Fatal,Male,Visiting Student,15
20180907IAHED,,None,,,
20180909CAGIG,,None,,,
20180910ILCHC,,Wounded,Male,Student,16
20180910ILCHC,,Wounded,Male,Student,17
20180910ILCHC,,Wounded,Male,Student,18
20180910TNFAM,,Wounded,Female,Student,15
20180911NVCAL,,Fatal,Male,Student,18
20180914FLBOB,,None,,,
20180914WAMAE,,None,,,
20180917ALBLH,,Wounded,Male,Student,7
20180920CACHL,,Wounded,,Student,Teen
20180920CACHL,,Wounded,,Other Staff,Adult
20180920CAPOP,,None,,,
20180924GAAPB,,None,Male,Student,Teen
20180924NCLAC,,None,,,
20180924PACEP,,Fatal,Female,Student,17
20180926MDMAB,,None,,,
20180927TXHEC,,Wounded,Male,Nonstudent,31
20180928SDCHC,,None,Male,No Relation,20
20181002ARCHL,,None,,,
20181003AKDEA,,Wounded,Male,Relative,Adult
20181004ORJAP,,None,,,
20181005TNHAB,,Wounded,Unknown,Student,Teen
20181005TNHAB,,Wounded,Unknown,Student,Teen
20181005VALAN,,Wounded,,,
20181007VAVAH,,Wounded,Male,Other Staff,Adult
20181012MIBAB,,None,,,
20181013TNMCN,,Fatal,Male,,18
20181013TNMCN,,Wounded,Male,,Adult
20181020GASHS,Black,Fatal,Male,Police Officer/SRO,Adult
20181022CTDUB,,None,,,
20181023NHGOM,,Wounded,Female,Teacher,Adult
20181025MICOD,,None,Male,Student,15
20181029NCBUM,Black,Fatal,Male,Student,16
20181104KYCRL,,Fatal,Male,No Relation,Adult
20181104KYCRL,,Wounded,Male,No Relation,Adult
20181105SCACC,,None,Male,Student,13
20181108CACLS,,Wounded,Male,No Relation,Adult
20181109GAGAM,,None,,,
20181112MDEAE,,None,Male,Police Officer/SRO,Adult
20181120VASIP,,Wounded,Female,Parent,Adult
20181121MIPEP,,None,,,
20181122TXSKD,Hispanic,Fatal,Male,,17
20181122WAMOD,,Wounded,Male,No Relation,21
20181124OHAFC,,Wounded,Male,No Relation,20
20181124OHAFC,,Wounded,Male,No Relation,Adult
20181128PASTP,,None,,,
20181210NYJEJ,,None,Male,Student,17
20181211KYCAC,,Wounded,Male,No Relation,20
20181211KYCAC,,Wounded,Female,No Relation,15
20181213INDER,,None,Male,Student,14
20181214MOWIK,,None,,,
20181218DEAIG,,None,,,
20190107CACEB,Unknown,Fatal,Male,No Relation,17
20190111ORCAE,,Fatal,Male,Parent,30
20190118ALCET,,None,Female,Intimate Relationship,Adult
20190118MOHAS,,None,,,
20190118NCSHD,,Wounded,,Bus Driver,Adult
20190119KSLAO,,Wounded,Male,No Relation,16
20190119KSLAO,,Wounded,Male,No Relation,15
20190123LASOS,,Wounded,Male,No Relation,Adult
20190125ALDAM,,Wounded,Male,Student,17
20190125ALDAM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20
20190125TNMAM,,None,,,
20190130GAMIL,,Wounded,Male,No Relation,Adult
20190131TNMAM,,Wounded,Male,Student,14
20190131TXATA,,Wounded,Male,Student,16
20190205MNMIM,,Wounded,Male,Bus Driver,
20190208MDFRB,,Wounded,Male,Other Staff,56
20190212MOCEK,Black,Fatal,Female,Student,15
20190214NMV.R,,None,,,
